CreatorID,Name,ImageURL,Bio,Date of Birth,Birthplace
339,Kevin Dooley,,None entered.,"January 7, 1953",New York
100,Jack 'King' Kirby,100_20060406221857_creator.jpg,"Jacob Kurtzberg grew up on Suffolk Street in New York's Lower East Side, attending elementary school at P.S. 20. His father, a garment-factory worker, was a Conservative Jew, and Jacob attended Hebrew school. Jacob's one sibling, a brother five years younger, predeceased him. After a rough-and-tumble childhood with much fighting among the kind of kid gangs he would render more heroically in his future comics, Kirby enrolled at the Pratt Institute in Brooklyn, at what he said was age 14, leaving after a week. 'I wasn't the kind of student that Pratt was looking for. They wanted people who would work on something forever. I didn't want to work on any project forever. I intended to get things done.'1 |_| |_| Essentially self-taught, Kirby cited among his influences the comic strip artists Alex Raymond and Milt Caniff. |_| |_| Kirby joined the Lincoln Newspaper Syndicate in 1936, working there on newspaper comic strips and on single-panel advice cartoons such as Your Health Comes First (under the pseudonym 'Jack Curtiss'). Kirby remained until the firm went out of business in 1938, then worked for the movie animation company Fleischer Studios as an 'in-betweener', an artist who fills in the action between major-movement frames, on Popeye cartoons. 'I went from Lincoln to Fleischer,' he recalled. 'From Fleischer I had to get out in a hurry because I couldn't take that kind of thing,' describing it as 'a factory in a sense, like my father's factory. They were manufacturing pictures.'2 |_| |_| Around this time, 'I began to see the first comic books appear.'2 The first American comic books were reprints of newspaper comic strips; soon, these tabloid-size, 10-inch by 15-inch 'comic books' began to include original material in comic-strip form. Kirby began writing and drawing such material for the comic book packager Eisner & Iger, one of a handful of firms creating comics on demand for publishers. Through that company, Kirby did what he remembers as his first comic book work, for Wild Boy Magazine.3 This was followed by such strips as the science fiction adventure The Diary of Dr. Hayward (under the pseudonym 'Curt Davis'), the modern-West crimefighter strip Wilton of the West (as 'Fred Sande'), the swashbuckler strip 'The Count of Monte Cristo' (as Jack Curtiss), and the humor strips Abdul Jones (as 'Ted Grey)' and Socko the Seadog (as 'Teddy'), for Jumbo Comics and other Eisner-Iger clients. |_| |_| Kirby moved on to comic book publisher and newspaper syndicator Fox Feature Syndicate, earning a then quite-reasonable $15 a week salary. He began exploring superhero narrative with the comic strip The Blue Beetle (January–March 1940), starring a character created by Chuck Cuidera4 in Mystery Men Comics #1 under the pseudonym, 'Charles Nicholas', which Kirby retained.","August 29, 1917","New York City, NY"
360,Bob Lappan,,None entered.,"April 1, 1951",
232,Robert 'Bob' Harras,,None entered.,"January 11, 1959",
2070,JC,,None entered.,,
567,Ken Steacy,,None entered.,"January 8, 1955",
177,Clem Robins,177_20060214085425_creator.jpg,"Robins has been a letterer since 1977, doing his first work for Gold Key, and |_| then DC, and then Marvel. Robins has worked for practically everybody in the |_| years since. Current stuff includes Vigilante for Wildstorm, 100 |_| Bullets, Losers, Y: The Last Man, Gotham Central and Loveless for DC, and |_| BPRD and Hellboy for Dark Horse. |_| |_| Robins's book, 'The Art of Figure Drawing,' was published in 2002 by North |_| Light Books. His drawings and paintings are in collections all over the |_| country, and in the permanent collection of the Cincinnati Art Museum. |_| He has done TV courtroom drawings since 1982, for television stations in |_| Boise, Idaho, Cincinnati, and for CNN. |_| |_| Robins also teaches figure drawing and human anatomy at the Art Academy of |_| Cincinnati. |_| |_| Robins studied at the Art Students League of New York. He lives in Cincinnati, Ohio, with his wife Lisa.",1955,"New York City, NY"
46,Richard J. Isanove,46_20070301145452_creator.jpg,None entered.,,France
128,Garth Ennis,128_20090718213004_creator.jpg,"A Northern Irish comics writer, best known for the DC/Vertigo series Preacher, co-created with artist Steve Dillon. His work is characterised by extreme violence, black humour and profanity, but also by an interest in male friendship and an amused disdain for organised religion. Frequent artistic collaborators include Dillon, Glenn Fabry and John McCrea.","January 16, 1970","Holywood, Northern Ireland"
245,Wong Yuk-Long - 'Tony Wong',,None entered.,1950,Hong Kong
323,Glynis Wein,,None entered.,,
554,Paul Levitz,,None entered.,,
92,C.B. Cebulski,92_20060710190235_creator.jpg,None entered.,,
83,Justin Ponsor - 'J-Po',,He currently resides in Florida where he sometimes gets away from his computer.,4-20-77,"San Diego, CA"
342,Comicraft,,None entered.,,
269,Bryan Edwards,,None entered.,,
69,George Freeman,,None entered.,"May 27, 1951","Selkirk, Manitoba, Canada"
973,Cliff Richards,,None entered.,1964,"Belo Horizonte - MG, Brazil"
247,Chris Sotomayor - 'Soto',,"Originally formed in 2002, SotoColor Graphics, Inc. has become a major mainstay in the entertainment and publishing industries.  With a focus on commercial artwork and all forms of comic book production, our client list reads as a veritable who’s who in business. |_| |_| Priding ourselves on our professionalism, and creative energy has been key in maintaining our clients and their repeat business.  SotoColor Graphics, Inc. has enjoyed a very healthy existence with only our reputation and word of mouth to provide our sole advertising. |_| |_| |_| Be sure the visit the various galleries to see samples of our work in Comic Books, Licensing, and other venues.  Also, please visit the Art For Sale section to purchase Limited Edition Lithographs, or to place an order for commissions.","January 27, 1973","New York City, New York, United States"
219,Christos N. Gage,219_20060908151713_creator.jpg,"I was born in New York, then grew up in Athens, Greece and North Grafton, Massachusetts.  Started reading at age 3, discovered comics soon after.  First comic collected and saved: Marvel’s Godzilla.  Never quit comics for girls the way some flip-floppers do, though I did keep it in the closet at times, for which I am deeply ashamed. |_| |_| Attended Brown University (here’s a secret: the Ivy League is overrated) where I majored in American Civilization, a field that allowed me to take classes like The Blues and The Spy Novel, which have come in a lot handier in my life than algebra.  Got a Master’s Degree in Screenwriting from the American Film Institute. |_| |_| Sold my first screenplay in 1997 and have been a professional writer ever since,  with several scripts sitting on shelves gathering dust and a few actually produced.  Started writing comics in December 2004. |_| |_| Married to the lovely Southern firecracker Ruth Fletcher Gage, who is my writing partner in film and television, though she had enough sense to stay away from Teenage Caveman.  We have plans to collaborate on two graphic novels in the future.  We live with our cats, Frankie and Josie.","July 17, 1977","New York City, New York, United States"
29,David J. Hornung,,None entered.,,
733,Steve Buccellato - 'Bucce',733_20180205004358_creator.jpg,"Steve Buccellato started his comics career at the age of 16 as an intern at MARVEL COMICS. After graduating from The High School of Art & Design in NYC, Steve was hired full-time at Marvel, briefly working as assistant to Art Director, John Romita Sr., before transferring to editorial in Archie Goodwin's EPIC COMICS line. In 1989 he left staff to pursue aspirations as a freelance artist, pencilling several stories for Marvel, including issues of POWER PACK and EXCALIBUR.  He notably helped pioneer the field of digital coloring as the Creative Director of ELECTRIC CRAYON PRODUCTIONS - providing award-winning coloring for MARVEL, DC, Image and several independent publishers (Notable titles include UNCANNY X-MEN, GENERATION X, ASTRO CITY, LEGENDS OF THE DARK KNIGHT and many more). Steve's next big career pivot began with the publication of WEASEL GUY, which we wrote and illustrated for Image followed by a foray into the world of self-publishing as creator of and contributor to the Anthology magazine COMICULTURE. Today he continues to work on comics as an artist, colorist, editor and art director.",,New York City
1260,Dan Panosian - 'Judas Jones',1260_20081002173852_creator.jpg,"I feel every new project is an opportunity to showcase a new idea. Ideas make people take pause and reflect. If I can make someone really take a moment and 'look' at an ad, illustration or character design - I've accomplished my goal and the goal of my client. I started my career in Manhattan drawing comics like the X-Men, Spiderman, the Hulk, Spawn, Batman and Captain America. From there I began doing commercial art and movie character design. I've also worked designing video games. Duke Nukem Forever was very fun. Tons of characters and action. I've also worked on Warner Brother's Harry Potter Production Crew. I enjoy all elements of illustration and character generation. I still continue to draw comic books for Marvel Comics and various others when I'm not doing magazine illustration and commercial art. Recently, I received Best of Show ADDY Award for a campaign that included a Corporate Icon Design and a series of advertising supplemental brochures.",,
158,Joe Kubert,158_20051222170907_creator.jpg,"At age eleven, Joe began working in comic books as an apprentice for Harry 'A' Chesler, a comics production house. He has worked in the field ever since, and his more than sixty year history in the medium includes producing memorable stories of such characters as HAWKMAN, TARZAN, ENEMY ACE, BATMAN, THE FLASH, AND SGT. ROCK for DC Comics Publishing Co. He also edited and illustrated SGT. ROCK. SGT. ROCK was published for 30 years until the 1990's. |_| |_| In 1952, he was a principle in the creation of the first 3-D comic book (MIGHTY MOUSE). During the 1960's, he illustrated Robin Moore's novel, TALES OF THE GREEN BERET, for the Chicago- Tribune New York News Syndicate. Some of the newspapers that it appeared in were the NEW YORK DAILY NEWS, THE CHICAGO TRIBUNE, LOS ANGELES TIMES, etc. He has also been responsible for WINNIE WINKLE (Chicago- Tribune New York News Syndicate) and BIG BEN BOLT (King Features). Joe was an editor for DC Comics for a period of 25 years. |_| |_| Joe has written and illustrated four graphic novels: 'TOR', 'ABRAHAM STONE', 'FAX FROM SARAJEVO', and 'YOSSEL: APRIL 19, 1943'. He has illustrated 'SGT. ROCK: BETWEEN HELL AND A HARD PLACE', the graphic novel that was written by Brian Azzarello. |_| |_| In 1996, Joe produced the award winning hard-cover book, FAX FROM SARAJEVO, the true story of Ervin Rustemagic (Joe's friend and agent). Ervin was trapped with his family in the Bosnian war zone between the years 1992 to 1994. The only communication Ervin had with the outside world was through faxes. Based on these faxes, Joe created this illustrated documentary, FAX FROM SARAJEVO. |_| |_| Joe's new book, YOSSEL: APRIL 19, 1943, is now available at bookstores and at our art store (Cartoonist Supply Depot). This graphic novel is different than anything Joe has ever done. It centers on the Holocaust in a 'what if' situation. This is Joes's story told through his sketches. It is a compelling and unforgettable account of increasing horror depicted by an artist whose soul drives him to bear witness through his art. |_| |_| In 1976, Joe also founded the first and only accredited school devoted solely to the art of Cartoon-Graphics. THE JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART INC., Dover, NJ, has produced many of today's leading cartoonists. |_| |_| In October, 1998, Joe established JOE KUBERT'S WORLD OF CARTOONING, which produces a series of correspondence courses. |_| |_| In 1999, Watson-Guptil published Joe's new book, SUPERHEROES: JOE KUBERT'S WONDERFUL WORLD OF COMICS. This is an instructional book on the art of creating powerful comic book characters. |_| |_| He is the recipient of many awards, as well as being a past vice-president of the National Cartoonist Society; a member of the Advisory Board for the International Museum of Cartoon Art; member of the New York Press Club; and the Society of Illustrators. |_| |_| In many years as a cartoonist/illustrator, Joe Kubert has also applied himself in almost every area of Cartoon-Graphics, Cinematic Animation, and Computer Generated Graphics. |_| |_| Muriel Kubert is a graduate of Rider College and holds a B.S. Degree in Business Administration.","September 18th, 1926","Jezierzany, Poland"
153,James R. 'Jim' Novak,,None entered.,,
596,Oscar Gongora - 'Comicraft/OG',,None entered.,"November 4, 1976",Guatemala
463,Digital Chameleon,,"Coloring and inking company, in business from 1991-2003, based in Winnipeg, Manitoba, Canada. It was formed by Christopher Chuckry and Lovern Kindzierski with partners: Ed Beddome, Tim Riddoch and Dick Thomas. |_| |_| Colorists at Digital Chameleon included Kindzierski, Laurie E. Smith, George Freeman, Bernie Mireault, and Carla Feeney.",1991,"Winnipeg, Manitoba, Canada"
394,José Villarrubia - 'José Antonio Villarrubia Jimenez-Momediano',394_20140131081705_creator.jpg,"José Villarrubia is a Spanish artist and art teacher who has done considerable work in the American comic book industry, particularly as a colorist. With writer Alan Moore, he has produced two illustrated books, both published by Top Shelf Productions: Voice of the Fire and The Mirror of Love. He won the 2011 Harvey Award for best colorist for his work on Cuba: My Revolution.","November 17th, 1961","Madrid, Spain"
181,Ben Oliver,,None entered.,,
32,Kristy Quinn,,None entered.,,
74,Richard Alan Starkings - 'RS',74_20080527173617_creator.jpg,None entered.,27 January 1958,"Yorkshire, England"
76,Wes Abbott - 'Comicraft/WA',,None entered.,,
1297,Marlo Alquiza,,None entered.,,
13,Christian Hojgaard,,None entered.,,
14257,Jenette Kahn,,None entered.,,
494,Mark Morales,494_20060905081534_creator.jpg,Mark Morales is -not- Rags Morales.,,
340,Bill Jemas,340_20060911214253_creator.jpg,"Jemas is a former publisher of Marvel Comics and continued to work with Marvel in a non-executive capacity until mid-2004. He also wrote or co-wrote Marvel comic books including Namor, Origin, and Marville, although Gail Simone wrote on her blog Bloodstains on the Looking Glass that she ghost wrote for Jemas during his tenure at Marvel. She does not specify the titles but denies that Marville is one. |_| |_| Jemas received a Bachelor of Arts degree from Rutgers University in 1980 and a Juris Doctor from Harvard Law School in 1983. |_| |_| He was appointed president of Consumer Products, Publishing and New Media by Marvel Comics in January, 2000. During his tenure as publisher, with Editor-in-Chief Joe Quesada, the company experienced a rapid growth in profitability and critical acclaim. However his tendencies towards micromanagement and conscious stirring-up of the fan community made him a controversial figure. |_| |_| Notable successes during his tenure included the creation of the Ultimate Marvel Universe and the general revitalization of Marvel's properties such as Spider-Man and the X-Men. Other, later initiatives, such the titles Trouble, Rawhide Kid, Marville and The Call were less successful. |_| |_| He had previously worked as president of Fleer Entertainment Group and Fleer Corp. (formerly owned by Marvel), then as executive vice president of Marvel Entertainment Group before becoming its publisher.",,
147,John Costanza,,None entered.,"August 14th, 1943","Dover, New Jersey, USA"
275,Paul Kupperberg,275_20081212105833_creator.jpg,Brother of Alan Kupperberg.,"June 14, 1955","Brooklyn, NY"
72,Mark Simpson - 'Jock',72_20140527205049_creator.jpg,"Jock started working full time for 2000AD and The Judge Dredd Megazine in late 1999. Since then he has worked on a number of different characters, most notably Judge Dredd and Lenny Zero, a character whom he created with writer Andy Diggle. Winning a National Comic Award for best newcomer in 2001, he has drawn the the Eisner award nominated DC Vertigo series 'The Losers' with Andy, and covers for Batman and Detective comics. Nominated for 'best cover artist' in the 2006 Eisner Awards, his other credits include working on the acclaimed Batman Begins movie.","September 24, 1972","East Kilbride, Scotland"
528,Wildstorm FX,,None entered.,,
11351,Lori Strons,,None entered.,,
343,Troy Peteri - 'Comicraft/TP',,None entered.,,
116,Walter Simonson,116_20050926050347_creator.jpg,"After studying geology at school, he transferred to the Rhode Island School of Design, graduating in 1972. His thesis project there was The Star Slammers, which was published as a black and white promotional comic book for the 1974 World Science Fiction Convention in Washington D.C. (DisCon II). Some years later, he produced another version of the story in graphic novel form for Epic Comics, the Marvel Comics imprint that was a response to creator-owned lines of the early eighties. Simonson continued the adventures of the Star Slammers in a limited series in the mid-1990s as one of the founders of Malibu Comics' short-lived Bravura label. |_| |_| His first professional comic book work was producing war stories for DC Comics and other publishers. He also did a number of illustrations for the Harry N. Abrams, Inc. edition of The Hobbit, including the title page drawing for Chapter 3, 'A Short Rest'. The book was largely illustrated using stills from the Rankin-Bass television special adaptation, which featured character designs by his friend Lester Abrams. Gray Morrow also did illustrations for that edition, as did Charles Vess. Simonson's breakthrough illustration job was 'Manhunter,' a backup feature in DC's Detective Comics written by Archie Goodwin. |_| |_| He is best known for his work on Marvel Comics titles in the 1980s and 1990s such as The Mighty Thor and X-Factor (the latter being a collaboration with his wife). Thor in particular is often cited as a classic, as Simonson took nearly complete control of the series and produced epic, operatic stories that rivaled Jack Kirby's best work and displayed an in-depth knowledge of Norse mythology. He also famously transformed Thor into a frog for three issues and introduced the popular supporting character, Beta Ray Bill, a monstrous alien warrior who unexpectedly proved worthy to wield Thor's hammer, Mjolnir. |_| |_| From 2000 to 2002, he wrote and illustrated Orion for DC. He returned to DC in 2006 to write Hawkgirl, with Howard Chaykin pencilling. |_| |_| He has received recognition in the comics industry for his work. Simonson's awards include Shazam Awards for Outstanding New Talent in 1973, for Best Individual Short Story (Dramatic) in 1973 for 'The Himalayan Incident' in Detective Comics #437 (with Archie Goodwin), and the same award in 1974 for 'Cathedral Perilous' in Detective Comics #441 (again with Archie Goodwin). Simonson and Goodwin also won the Shazam Award for Best Individual Story (Dramatic) in 1974 for 'Gotterdammerung' in Detective Comics 443. All three winning stories were a part of the Manhunter saga.","September 2nd, 1946",
161,Sam Rosen,,None entered.,,
243,Scott Allie,,"Scott Allie writes and edits for Dark Horse Comics and Glimmer Train Press. His writing includes the horror comic The Devil's Footprints, set in his hometown of Ipswich, MA. Other works include tributes to H.P. Lovecraft, contributions to Star Wars and Planet of the Apes, and a series of self-published horror comics called Sick Smiles, from Aiiie! Comics. He lives in Portland, OR, with his wife Myndi and their phantom cat, Shadow.",,
8,Frank Miller - 'Modern Age Creator',8_20060412041046_creator.jpg,"Please note that there are at least three Frank Millers who have worked in the medium of sequential art.  This article is dedicated to the one most directly related to comic books, and the most modern 'Frank Miller' working in the medium.  Fortunately credits for the other 'Frank Millers' generally predate this Frank Miller's birthday. Despite the fact that his skills have made him powerful enough to make him a virtual auteur force in the comics industry, Frank Miller's early career was pretty rocky. This is evident in his sporadic early work. A few pages here, just pencils there, an occasional inking. Miller's first work in comic books was probably in Gold Key's Twilight Zone in 1978, for which he did the inside art. His first work at Marvel was on John Carter, Warlord of Mars #18, in 1978 and his first work at DC was on Weird War Tales #64. |_| |_| The work that first established Frank Miller as a comic world force to be reckoned with, respected and recognized was his work on Daredevil . |_| Besides being an accomplished and distinguished writer, artist and storyteller, Frank Miller is also one of a handful of creators who is known and recognized outside of the comic book industry. He is outspoken and does not hesitate to give praise to people who are putting out a good product. And as Marvel will testify, he is not afraid to speak out against people who he believes are hurting the industry. |_| Miller has done work for all of the major publishers in the comic industry and has won many awards for his work.","January 27th, 1957","Olney, Maryland, USA"
210,Nick J. Napolitano,,None entered.,,
2096,Whitney Ellsworth,2096_20061127121303_creator.jpg,"He was a cartoonist and a pulp writer in the thirties and when those two forms merged to form the great American comic book, Ellsworth became the chief editor at DC Comics.  Ellsworth watched over the company's licensing and their deals for movies and radio shows based on their characters. In the fifties, he relocated from New York to Los Angeles to supervise the George Reeves Superman TV show and never left. He stayed in L.A. trying to sell other shows and to represent the company's interests on programs that did get sold.",27 November 1908,"New York City, NY"
2197,Michael Atiyeh,2197_20131105215516_creator.jpg,None entered.,,
646,Stephanie Moore,,None entered.,,
279,Dennis 'Denny' O'Neil,279_20051004105855_creator.jpg,"Dennis 'Denny' O'Neil is a comic book writer and editor, principally for Marvel Comics and DC Comics in the 1970s. |_| |_| His best-known works include Green Lantern/Green Arrow and Batman with Neal Adams, The Shadow with Mike Kaluta and The Question with Denys Cowan, all of which were hailed for sophisticated (for the period, in the case of his 1970s work) stories that expanded the artistic potential of the mainstream portion of the medium. As an editor, he is principally known for editing the various Batman titles. Today, he sits on the board of directors of the charity A Commitment To Our Roots. |_| |_| His 1970s run on Batman is perhaps his most well known endeavour, getting back to the character's darker roots after a period dominated by the campiness of the late Golden-early Bronze Age.  He particularly sought to emphasize Batman's detective skills. This grimier and more sophisticated Dark Knight, as well as new villains such as Ra's Al Ghul, brought Batman back from the verge of pop culture oblivion. His work would influence later incarnations of Batman, from the seminal comic 'Batman: The Dark Knight Returns' by Frank Miller, to the movie Batman Begins in 2005. During the seventies he was apparently committed enough to the resurrection of the darker Batman, that when forced to write in a Silver Age style, such as on The Super Friends , he generally used an alias.",05/03/1939,"St. Louis, MO"
99,John Byrne,99_20051220173605_creator.jpg,"John Lindley Byrne (born July 6, 1950, Walsall) is a British-born naturalised American author and artist of comic books. Since the mid-1970s Byrne has worked on nearly every major American superhero. His most famous works have been on Marvel Comics's X-Men and Fantastic Four and the 1986 relaunch of DC Comics's Superman franchise. During the 1990s he produced a number of creator-owned works including Next Men and Danger Unlimited. He currently continues to do work for DC Comics, on titles such as Action Comics and Blood of the Demon.","July 6, 1950","Walsall, Staffordshire, England, United Kingdom"
194,John Kalisz,,None entered.,,
42,Orson Scott Card,42_20080804092642_creator.jpg,Famous science fiction writer of the Ender series. His first comic work was on Ultimate Iron Man volume 1.,,
428,Greg Rucka,428_20170429224208_creator.jpg,None entered.,"November 29th, 1969","San Fransisco, CA,  USA"
1005,Jann Jones,1005_20070228065116_creator.jpg,None entered.,May 5,
309,Andy Lanning,,None entered.,,
1718,NJQ,,None entered.,,
688,Nathan Eyring,,None entered.,,
25,Bill Oakley,,None entered.,"April 1st, 1964",
692,Ray Kryssing,,None entered.,,
82,John Dell III,82_20060311143043_creator.jpg,None entered.,,
84,Cory Petit,84_20090306165001_creator.jpg,None entered.,"July 31st, 1976",
192,Ruy Jose,,None entered.,,
607,Stephen Sadowski - 'Steve',,None entered.,,
111,Bill Finger,,"Finger was a writer who best remembered (though never officially credited) as the co-creator of Batman with artist Bob Kane. |_| |_| Finger and Bob Kane began to collaborate in 1938. In early 1939, the success of Superman in Action Comics prompted editors at the comic book division of National Publications (later DC Comics, now a subsidiary of Time Warner) to request more superheroes for their titles. Kane subsquently created a character called 'Birdman'. Finger offered such suggestions as renaming the character 'Batman', giving the character a cowl instead of a simple domino mask, giving him a cape instead of wings, giving him gloves, and removing bright red sections of the original costume. Finger wrote the first Batman story, while Kane provided art. Because Kane had already submitted the proposal for a Batman character to his editors at DC Comics, Kane was the only person given official credit at the time for the creation of Batman. |_| |_| Batman was a breakout hit, and soon after, National suggested that character receive a youthful sidekick who the readers could use as an audience surrogate. Kane initially suggested an impish character like Puck, while Finger suggested a more down-to-earth character, Robin. Finger went on to write many of the early Batman stories, including making major contributions to the character of The Joker, as well as other major Batman villains. He is also credited with the invention of the Batmobile, the Batcave, anything Bat-named, the Bruce Wayne identity, and with providing a name for Gotham City. Among the things that made his stories particularly distinctive was a use of giant-sized props -- enlarged pennies, sewing machines, or typewriters. |_| |_| Kane, the more business-savvy of the Kane-Finger creative team, negotiated a contract with National, signing away any ownership that he might have in the character in exchange for, among other compensations, a mandatory byline on all Batman comics stating 'Batman created by Bob Kane', even on stories with which he had no direct involvement. Bill Finger's contract, by comparison, left him with a monetary pittance and no credit even on the stories that he wrote without Kane. Finger, like Joe Shuster, Jerry Siegel, and many other creators during and after the Golden Age of Comic Books, would resent National for 'cheating' him of the money and dignity that he felt that he was owed for his creation. By the time Finger died in 1974, he had never been officially credited once for his work. He died poor and without any official heirs to continue his fight for credit. Since then, in the comic book industry, being 'Fingered' has become slang for being denied credit for one's contributions to a story or character. |_| |_| Posthumously, Finger has been named to the Will Eisner Award Hall of Fame and Jack Kirby Hall of Fame. He is also the namesake of the Bill Finger Award. |_| |_| This entry derived in whole or in part from wikipedia.org",8 February 1914,
968,Ron Wagner,,None entered.,,
200,David Lapham,200_20060412040554_creator.jpg,None entered.,1970,New Jersey
3030,Transparency Digital,,None entered.,,
137,Carmine Infantino,137_20060706013836_creator.jpg,"Carmine Infantino, born in Brooklyn, New York on May 24,1925, is a comic book artist and editor who was a major force in the creation of the Silver Age of comic books. |_| |_| He started his comics career in the 1940s, and one of his earliest jobs came when he and friend Frank Giacoia drew Jack Frost, with Giacoia penciling and Infantino inking. Infantino worked for several publishers during the 40's, drawing Airboy and The Heap for Hillman, working for the low page rates of the Jack Binder shop (supplying Fawcett Comics ), stopping briefly at Holyoke, then landing back at DC where he became a regular on the Golden Age Black Canary, Green Lantern, Justice Society of America and the Flash. |_| |_| During the early '50s, he freelanced for Joe Simon and Jack Kirby 's company Prize Comics, drawing Charlie Chan, showing the influence both Kirby and Milton Caniff had on the young artist. At DC, with the demise of most of the '40s heroes, Infantino drew within many genres, including westerns, mysteries and science fiction. As his style continued to evolve, he shed the Kirbyisms and the gritty shading of Caniff, developing his clean linear style of almost pure design, aka the Infantino touch - as though one were seeing a fresh blueprint for the future. |_| |_| In 1956, he walked into the office of editor Julius Schwartz to drop off some artwork, when Schwartz told him he was going to be drawing super heroes again. Schwartz had made the decision to bring back the Flash for DC's newest title Showcase. The script would be by Robert Kanigher, and Infantino was in charge of finding the look for the new science-fiction based Flash. |_| |_| Going home to draw the character in a red and yellow uniform, Infantino strived to keep it as simple as possible. He used the theme of blinding speed as a motif for the lighting bolts and wings on the cowl and boots. He relied upon his design abilities to create a new visual language to depict the Flash's speed, making the figure a red and yellow blur. It took a bit for this new version of the Flash character to catch on, going through six tryout issues of Showcase before gaining his own book. Numbering was started with #105, continuing the numbering of the old Flash title of the Golden Age - thus causing most new fans to think that somehow they'd missed 104 issues! |_| |_| Infantino continued to work for Schwartz in his other titles, most notable becoming the second artist to draw the strip Adam Strange after Mike Sekowsky . With his design sensibilities (he once said he tried to take all the 'drawing' out of his pages, but Murphy Anderson kept putting it back in) he soon made the strip his own. |_| |_| In 1964, Schwartz was also handed the fading Batman titles and asked to try to bring them back to life. Tapped for the job were scripter John Broome and Infantino. They jettisoned the sillier aspects that had crept into the series (Ace the Bathound, Bat-Mite, various alien villains, etc.) and put Batman and Robin back to solving mysteries. |_| |_| Infantino used his more realistic art style to help made a clean break with the past. The 'new look' caused controversy back and forth in the letters pages of fandom for years to come. The Batman books ended up selling well, and Infantino was able to chalk up (make that ink in) another victory. |_| |_| Other work Infantino was doing at this time included various sci-fi stories for Schwartz, in addition to Batman, Elongated Man, Adam Strange and the Flash (plus covers for these books). His work ethic at the time involved a goal of two fully penciled pages a day. |_| |_| That was remarkable at a time when most artists could usually turn out one (unless you were Jack 'King' Kirby or Steve Ditko, who were known for doing several pages a day with little problem). |_| |_| By 1967, as it became obvious that books with Infantino covers seemed to be selling better than others, he was charged with designing covers for the entire company. |_| |_| When DC was sold to National, Infantino was promoted to Editorial Director. He started by hiring new talent, and promoting artists to editorial positions. Dick Giordano was hired away from Charlton Comics while Joe Orlando, Joe Kurbert and Mike Sekowsky became editors. New titles were started with work from new talents like Neal Adams and Denny O'Neil. Infantino was made publisher in early 1971. |_| |_| His challenge was reversing the company's declining circulation, but complicating matters, the newly merged company owner, Warner Communications and distributor IDN had little faith in the company beyond the marketability of its characters, and newsstand and grocery stores didn't want to handle a magazine with such low profit margins. |_| |_| Infantino attempted a number of changes. They in included starting several new books in the late 1960s to early 1970s . They included new series like Bat Lash, the Secret Six, and characters like Deadman and The Creeper came upon the scene. In addition, older characters were revamped, such as Green Lantern, Green Arrow, Superman, Wonder Woman and Batman to mixed results. Sales were not there in the beginning, causing Infantino to cancel the books, some believe too early. |_| |_| Later in 1971, Infantino scored a major coup in signing super star Kirby from Marvel Comics, after Kirby's dispute with partner Stan Lee led him to leave the company. Kirby had been privately developing new characters in his last years at Marvel, but had been reluctant to use them for that company. At DC, with Infantino, he and his newer creations were now unleashed. Starting in the Jimmy Olsen book, Kirby launched his Fourth World saga with the titles The New Gods, Forever People, and Mister Miracle. |_| |_| In the early 1980s Infantino also did runs of Star Wars, Spider-Woman, Nova and others for Marvel. In the late '80's he returned to the Flash at DC, where he was much more at home than in the executive offices. |_| |_| These days Infantino is retired, but he still does a interviews once in awhile and makes convention appearences. He recently published an autobiography called The Amazing World of Carmine Infantino. Published by Vanguard Press, it features a cover collage (designed by Arlen Schumer) of beautiful vintage Infantino DC cover art. |_| |_| Since the early 1960s, Infantino has been rightly regarded as one of the Top 5 comics artists of all time. His superb craftsmanship has insured that his position on that very short list has not changed since then, nor will it ever.","May 24th, 1925","Brooklyn, NY"
2075,George Kashdan,,None entered.,"May 17th, 1928","The Bronx, NY, NY"
159,Dan Jurgens,159_20060509105126_creator.jpg,None entered.,"June 27th, 1959","Ortonville, Minnesota, United States"
40,Rachel Gluckstern,,None entered.,,
1855,Warren Simons,,None entered.,,
22,Steve Yeowell,,"Having trained in 3D design (specialising in silversmithing and jewellery), Yeowell began drawing comics purely for pleasure, with no particular intention to become a professional artist. Having shown his portfolio to artist Bryan Talbot, he quickly found himself given work by Swiftsure (on the Lieutenant Fl'ff strip), Action Force, ThunderCats and Zoids comics. This last put him in touch with writer Grant Morrison, who then picked Yeowell to be the sole artist on new superhero strip Zenith, to run in 2000 AD beginning in 1987. |_| |_| Zenith was a popular success, running to four full-length series plus many one-offs. Yeowell was headhunted by American comics companies and has worked on Batman, The Fantastic Four, The Invisibles,[1] JSA and Starman. He continued his association with Morrison, collaborating on Sebastian O and The New Adventures of Hitler. |_| |_| Yeowell's work is noted for delicate penmanship and lifelike facial expressions, with a notable economy of style that means that his work suits both colour and monochrome treatment. He works with a dip pen (Gillot 404 nib) and a Windsor & Newton Series 7 No.3 sable brush, as well as Rotring and marker pens, on 220 g/m² Daler Rowney Heavyweight Cartridge Paper. |_| |_| The concentration on human features means that Yeowell's work is held to suit superhero, science fiction and historical genres equally. Recent work has included The Red Seas, an eighteenth-century pirate story scripted by Ian Edginton and science fiction Triad tale Red Fang by Steve Moore.",,
