CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
587,"Plunder (DC)","Jared Morillo (mirror universe)",587_20080717191227_char.jpg,,"None entered.",,0
588,"Doctor Polaris (01 - Neal Emerson)","Neal Emerson",588_20070218183839_char.jpg,,"None entered.",,0
591,Replicant,"Tony Gambi",,,"None entered.",,0
595,"Tar Pit (DC)","Joey Monteleone",595_20080217080846_char.jpg,,"Joey Monteleone, younger brother of Keystone City drug lord Jack “The Candyman” Monteleone, was uninterested in the family “business.” Turning instead to petty crime, he landed in Iron Heights. After waiting six months for his brother to break him out, began meditating and discovered he could project his consciousness into inanimate objects. After several “joyrides,“ he entered a vat of hot tar and went on a rampage at a Keystone Combines hockey game. He fought first the hockey players, then the Flash, and discovered that he was (appropriately) trapped in the tar form. Tar Pit’s original body remains incarcerated, comatose, in Iron Heights. His molten form escaped when a riot broke out, and his current whereabouts are unknown",,0
606,"Trickster (DC)(01 - James Jesse)","James Jesse",606_20051223145827_char.jpg,,"None entered.",,0
607,"Trickster (DC)(02 - Axel Walker)","Axel Walker",607_20051223145814_char.jpg,,"None entered.",,0
608,"The Turtle (Post-Crisis)",,,,"None entered.",,0
611,"Weather Wizard","Mark Mardon",611_20051223145853_char.jpg,,"Had a brother Clyde Mardon wno invented a device to control the weather but died. Mardon found his brother's notes and used the weather device for his own evil gains.",,0
613,"Abra Kadabra (DC)",Abhararakadhararbarakh,1/22/613_20051203101411_char.jpg,,"Abra Kadabra is from the 64th century, at a time when science has made stage magic obsolete. However, he wants a career as a performing magician, so he goes back in time to find an audience to entertain and soon clashes with the Flash (Barry Allen). His \"magic\"" is actually based on advanced technology",,0
620,"Cicada (DC)","David Hersch",620_20070130194828_char.jpg,,"None entered.",,0
624,"Colonel Computron (01 - Basil Nurblin)","Basil Nurblin",624_20100215124228_char.jpg,,"None entered.",,0
687,"Gypsy (DC)","Cindy Reynolds",687_20070311192540_char.jpg,"Gypsy can turn herself invisible and, with a great deal of concentration, she can also other things invisible as well.","None entered.",,0
690,"Metamorpho (01 - Rex Mason)","Rex Mason",690_20061002163158_char.jpg,"Can shapeshift and change into any element, or any combination of elements, found in the human body. * Chameleon * Chemical Secretion * Density Control * Elasticity * Energy Manipulation * Fire Control * Healing * Heat Generation * Ice Control * Invulnera","An adventurer and soldier of fortune, Rex Mason was hired by businessman Simon Stagg to retrieve the ancient artefact known as the Orb of Ra from Egypt. Around this time he became involved in a romantic relationship with Sapphire Stagg, Simon Stagg's daughter. Leaving on his trip, Mason locates the Orb, but is double-crossed by Stagg's bodyguard Java and abandoned, unconscious, in an ancient pyramid. There, he becomes accidentally irradiated by the misterious meteorite that was used to create the Orb of Ra. As a result of the radiation, he gains superpowers.",,0
698,"Steel (DC)(03 - John Henry Irons)","John Henry Irons",698_20090302125301_char.jpg,,"John Henry Irons built his suit of armor and donned it as the Man of Steel in the wake of Superman's death, as he felt that Metropolis needed a hero (he debuted the same time as Superboy, the Kryptonian Superman, and the Cyborg Superman, as was the only one to not claim to be the real Superman). After the real Superman returned, John Henry shortened his name to simply Steel. Steel was briefly a member of the Justice League. He retired from active duty after sustaining massive injuries, but recently returned when Superman disappeared once again. Steel's niece, Natasha, donned armor as the fourth Steel.",,0
709,"Fred Chyre",,709_20080717160626_char.jpg,,"None entered.",,0
710,"Jared Morillo",,710_20080717160541_char.jpg,,"None entered.",,0
714,"Booster Gold (DC)","Michael Jon Carter",714_20060123234330_char.jpg,"Booster Gold's powers come from the alien technology he stole from a museum in the 25th century. The suit he wears amplifies his strength, allowing him to lift far more than an ordinary human. Wrist bands built into the suit permit him to fire energy blas","None entered.","Without his gadgets, Booster Gold is nothing more than an ordinary man. His force-field, while powerful, consumes an awful lot of energy and requires time to recharge before it can be used again. Using his suit to absorb and release matter completely drai",0
719,"Black Canary (DC)(02 - Dinah Laurel Lance)","Dinah Laurel Lance",1/24/719_20051208022954_char.jpg,"One of the most highly skilled hand-to-hand combatants in the DC universe.  She's also in possession of the \"canary cry\""","Older men."," an ultrasonic blast of great power."",0
758,"Daniel Evans",,,,"None entered.",,0
759,"Hummingbird (DC)",,759_20120128224745_char.jpg,,"Hummingbird is not entirely sane.  When she was a child she witnessed her mother kill her father over pancakes.  When her mother went to sleep that night, she then tied her mother to her bed and set her on fire so that her father wouldn’t be lonely in the afterlife.  She is a brilliant inventor, but she makes a point to invent devices such as cluster bombs designed to bring as much pain, death and destruction as possible to her targets.",,0
760,Lasso,,760_20080528004128_char.jpg,,"Lasso was an escaped killer who uses a phony movie company filming crew to stage real robberies.  He was stopped by Hawkman.  Later Lasso joined Fadeaway Man to take down Hakwman.",,0
762,"Thought Terror",,,,"Thought Terror was a ruthless villain who pretended to foretell the future to people.  He would then hypnotizes them to carry out the future he predicted for them.",,0
764,"Fury (DC)(02 - Lyta Trevor-Hall)","Hippolyta Trevor Hall",764_20151010044506_char.jpg,,"None entered.",,0
769,"Purple Pilgrim",,,,"In 1632 America, an alleged sorcerer called the Purple Pilgrim was sentenced to death by a Judge Sanders.  Before his death he cursed the judge and all his descendants.  Later in 1947, a man discovered the legend of the Purple Pilgrim. He Claimed to be a descendant, and in doing so  became the new Pilgrim and murdered four members of the Sanders family to fulfill the curse. He attacked Shiera Sanders as his 5th victim and was defeated by Hawkman.",,0
773,Sardath,Sardath,,,"Father of Alanna Strange.",,0
774,"Broot (DC)",Charis-Nar,774_20100209144231_char.jpg,,"None entered.",,0
775,"Tigorr (DC)",Taghurruh,775_20100209144404_char.jpg,,"None entered.",,0
784,"Onimar Synn (DC)",,784_20080528010158_char.jpg,,"The most feared of the seven devils of Thanagar was Onimar Synn. When he was defeated by a legendary hero named Kalmoran, the Thanagarians were able to imprisoned him in a vault of Nth Metal where he would remain for millennia. During the rebuilding from the war with the Tormocks, Synn emerges and slaughters the ruling high council. With being as old as time, Synn was able to control Nth Metal to its fullest ability.  This allowed him to ain control of the planet's racial memories residing in the metal and use it to control the palnet.  He was opposed by the Hierophants, rebels made up of native Thanagarians as well as races that Thanagar had conquered over time. Transporting Kendra Saunders to their planet, she brought Hawkman back from the dead. Armed with a Nth metal gauntlet, the \"Claw of Horus",,0
839,S.T.R.I.P.E.(DC),"Pat Dugan",839_20090720192855_char.jpg,"Wears the Special Tactics Robotic Integrated Power Enhancer (STRIPE) suit of armor which was built from the Star Rocket Racer and the discarded body of Robotman (01).","Dugan had gotten married (for the second time) and settled in Blue Valley. His stepdaughter, Courtney Whitmore, discovered a box with the original Cosmic Converter belt and became the second Star-Spangled Kid. This led Dugan to develop a robotic suit of power armor and assume the identity of S.T.R.I.P.E. so as to accompany and protect Courtney.",,0
865,"Felix Faust",,865_20070213185043_char.jpg,"Sorcerer with a variety of magical abilities.","None entered.",,0
866,"Sebastian Faust",,866_20100215133326_char.jpg,,"Son of Felix Faust. Sebastian is Rook Gamma for Checkmate.",,0
877,Hitman,"Tommy Monaghan",877_20070909083747_char.jpg,"Tommy Monaghan has low levels of telepathic mind reading abilities as well as x-ray vision.","A hitman who vows only to take out the bad guys, and not good guys like Batman, encounters aliens who disrupt his eyesight. With his eyes somewhat deformed, he wears sunglasses all the time.",Mortal.,0
886,"Cheetah (DC)(03 - Barbara Minerva)","Barbara Minerva",886_20070301205130_char.jpg,,"None entered.",,0
905,"Rocket Red #4 (01 - Dmitri Pushkin)","Dmitri Pushkin",905_20090921075932_char.jpg,,"None entered.",,0
917,"Shazam (DC)(Post Crisis)(01 - Jebediah)","Jebediah of Canaan",917_20070222204053_char.jpg,,"None entered.",,0
918,"Eclipso (05 - Jean Loring)","Jean Loring",918_20070222203807_char.jpg,,"None entered.",,0
919,"Animal Man (DC)","Bernhard 'Buddy' Baker",1/10/919_20051112031310_char.jpg,"While near any animal Buddy Baker somehow absorbs its special abilities; he can fly like a bird, swim like a fish. He can race as fast as a jaguar or hop like a kangaroo. The longer Animal Man is in the presence of an animal, the longer he retains its nat","Not far from his home, stunt man Buddy Baker watched in awe as an alien spaceship crashed to Earth. Investigating, Buddy found himself bathed in a unique radiation which altered his body forever. When animals from a nearby zoo escaped, Buddy discovered, much to his pleasure that whenever he was near any animal, he somehow absorbed its special abilities. After several short adventures, Buddy decided to fashion himself a special costume and began using the name Animal Man (or A-Man) whenever he used his powers in public. Time after time Buddy's abilities came in handy in solving one problem or another, and although he did not originally intend to use his animal-adapting powers to fight crime, he nevertheless was repeatedly drawn into battle. Buddy later married Ellen Frazier and retired his Animal-Man identity for several years, while continuing to work in the movies. Buddy and Ellen now have two children, Cliff and Maxine, and to date neither has shown any latent powers of their own. Recently, Buddy was found by a mysterious being who called himself only the Immortal Man. He once again donned his Animal-Man uniform and joined the stranger and several other semiretired adventurers in an organization called the Forgotten Heroes.",,0
940,"Ragman (DC)(Post Crisis)(01 - Rory Regan)","Rory Regan",940_20070222200901_char.jpg,"Ragman Suit: The Great Collector Artifact, a mystical Jewish artifact created to protect the Jewish communities ever since the time of Abraham. Telekinetic Suit Control: Also, the Ragman possesses a number of minor magical powers, such as kinetically cont","A community of Jews in 16th century Eastern Europe created the Ragman to replace the Golem, their previous defender. Gerry Regan was the last European Ragman, as he, still named Jerzy Reganiewicz, fled to the United States after failing to protect the Jewish population from Nazi persecution. After settling down in Gotham City, Regan passed the mantle of Ragman to his son Rory. Rory Regan is a ragman, doing good in his community by buying used items from people who need money. The suit of rags that he wears was originally just a costume made from materials found around the rag shop he shared with his father, Rags'n'Tatters. Currently each of the patches in the suit is made from the soul of an evildoer that the Ragman had punished and absorbed. The absorption of these souls caused a problem for Rory at one point, when the evil souls hungered for murder and finally freed themselves of Ragman. It was only with the support of Batman and Regan's old friend, Rabbi Luria, that he regained control, though at the cost of Luria's life. Ragman's powers have increased since then. Currently, he can absorb souls into his costume. With each new soul added, a rag is added. He can call upon the souls in his costume to lend him their attributes or power. He is also a very proficient magic user. Judgment and Vengeance Ragman was active in destroying many of the demons invading Earth. This would earn him the wrath of the Diablos, a group of demons who style themselves after the Mafia. Wanting to gain revenge for demons lost during the Day of Judgment, they attack Ragman, injuring him and tearing off parts of his costume. They believe him to be dead but this is not true. Ragman is one of the members of the Shadowpact, a team that formed to confront the Spectre. During 'Infinite Crisis', Ragman and Nightshade are seen standing side by side as part of the line of superheroes defending Metropolis from attack from dozens of villains. Ragman is one of the few volunteers willing to take on the rampaging Spectre, who has decided that all magic is evil. During a planning sessions, he is taken aside by the Enchantress and given a mystical gun. She entrusts him with it, as it can kill her if she goes too far with her magic, a scenario she believes is all too possible. He tells her if she truly turns evil, his costume will take her. He then tries to kiss her, but his feelings are not returned and Enchantress even mocks him for it in front of the other heroes. Shadowpact Ragman, along with his teammates, was trapped inside a shield of solid blood that grew over the town of Riverrock, Wyoming. Ragman and the rest of the team spend a very short period of time inside the shield, but to due to magical after-effects, a full year passes outside. Various mystical heroes, such as Phantom Stranger and Rex the Wonder Dog keep watch outside the town's borders. While inside Riverrock, Rory met an evil counterpart of himself belonging to the supervillain group that had formed the shield, the Pentacle. His counterpart is named Bagman. He/it dresses in similar green garb, and can turn his body to goo and while in this form he absorbs people. While inside Bagman they either suffocate or they are digested. Bagman even mentioned how oddly similar the Shadowpact and the Pentacle are. Rory only survives this encounter because Bagman's boss does not want the heroes to be killed. After the Riverock encounter, Rory must deal with the severe disruption to his life, as everyone had thought he was dead. He, like most of the team, ends up having to find a new source of income, a place to stay and the oddity of encountering a memorial statue to the entire team. Rory was temporarily trapped in the limbo dimension of his own cloak. He met the soul of an ancient Centurion working off his crimes. This man, Marcus Liberius, first saved him from the beating several other of the murderous souls were giving Rory. Marcus reveals that the cloak was actually the \"Great Collector Artifact\""","Fire Vulnerability: However, the rags are extremely vulnerable to fire, a weakness added by the Rabbis who created the Ragman as a security measure in case the suit fell into the wrong hands. Pain of Soul Taking: However, Rory has mentioned that the proce",0
1039,"Katana (DC)","Tatsu Yamashiro",1039_20061002162619_char.jpg,,"None entered.",,0
1047,"Madame Xanadu (DC)","Nimue Inwudu",1047_20070222200638_char.jpg,"Uses tarot cards to interpret what she senses, and is also able to tell the future of others. Xanadu can levitate objects, teleport herself, and banish minor demons. Madame Xanadu's parlour is full of magical books and objects, as well as jars containing ","Nimue Inwudu was the youngest sister of Vivienne (the Lady of the Lake) and Morgana Inwudu. The three grew up as Homo Magi and witnessed the dawn of mankind.  Nimue cared for homo sapiens as she did for all other species, but Morgana liked to toy with them and pull them toward their baser instincts. A bit of Morgana rubbed off on Nimue when she cast a spell of seduction on Merlin, in which she taught him his magic in exchange for sexual favors. Merlin had the last laugh, though, as he succeeded in stripping her magic away from her.  Shortly thereafter, Morgana, now styling herself Morgaine LeFay, conquered Camelot, and Merlin's demon, Etrigan, who was summoned to stop Morgana, was left to wander, as did Nimue, occasionally crossing paths with him. She fled to China and became an adviser in the court of Kublai Khan, trading sexual favors for her passage.  She left him, repulsed that he exiled his beloved Fourth Consort after she was raped. In 1493, sh arrived in Spain and fell in love with a beautiful young lady, Marisol de Rios, who was burned at the stake for sodomy by the Inquisition.  Nimue was not at home at the time of Marisol's capture, and was spared, but turned her back on Spain. She then went to France, where she was dubbed Madame de Xanadu for having come from Kublai Khan's palace.  She was a favorite of Marie Antoinette until a Tarot reading predicting the events of 1789. Denied access to her anti-aging potions while imprisoned in the Bastille, Madame Xanadu received a visit from Death, who was in an especially chipper mood, having just been at a party.  Madame Xanadu so amused Death with a creative interpretation of her own Tarot reading as involving living a long life, that Death declared that she would only take her if Nimue requested it, but left the anti-aging spells up to Nimue. She frequently crossed paths with the Phantom Stranger,.  She nearly fell in love with him, but ultimately found him too unfeeling, particularly after he stated that the French Revolution was an important step toward Kent Nelson's recovery of the Doctor Fate helmet and the necessity of the death of Mary Jane Kelly, who was Xanadu's friend (as were the other victims of Jack the Ripper, although she herself had long since abandoned prostitution), on the grounds that Jason Blood (Etrigan) had impregnanted her with a demonic child. Her desire for revenge on the Phantom Stranger over Mary's death inadvertently led to her causing Jim Corrigan to die and become the Spectre. She wandered for quite some time before deciding that she wanted to atone for her sins. She did so by helping those troubled with the supernatural. She has operated her fortune telling parlour out of Greenwich Village since the late 1930s. She however remained without any real magic might of her own, which has led her to manipulate various forces in order to gain power. Over the centuries Madame Xanadu developed herself as an advisor, and now Xanadu often meets clientele plagued by supernatural problems. Although she can advise them however, some force prevents her from directly interfering in solving their troubles. If one of her clients manages to conquer a supernatural force, she can contain that entity in jars within her fortune parlour to prevent it from causing any further trouble. When the Spectre was punished after his failures during the Crisis on Infinite Earths and the battle in Hell that soon followed, he and Jim Corrigan werre separated into two separate entities.  Madame Xanadu found Corrigan in an urn in a locker in Grand Central terminal and freed him.  She also found him an assistant in Kim Liang.  He then set up shop as a private investigator right above Xanadu's own shop.  She began an intimate relationship with the Spectre (she would undress and breathe him in as mist), although not Corrigan, who was having a chaste romance with Kim Liang.","She is blind currently in the DCU. In the Vertigo series, Madame Xanadu has much of her magical power taken away from her by Merlin. She is shown attempting to get her powers back by various means. Before besting Death and gaining virtual immortality, Mad",0
1079,Nightmaster,"Jim Rook",1079_20070222201714_char.jpg,"Possesses the sentient Sword of Night, which has magical powers and guides the hands of its user.","Rock musician Jim Rook stumbled into a storefront known as Oblivion, Inc. which transported him to the dimension Myrra.  In Myrra, Jim's ancestor was the wielder of the Sword of Night.  Taking up the blade in his ancestor's place, Jim became Nightmaster, defender of Myrra.",,0
1080,"Enchantress (DC)","June Moone.",1080_20070222201428_char.jpg,"Flight, animation of inanimate objects, appearance alteration, and self-healing ability.","June Moon discovered a secret passage in Terror castle which led her to the demon Dzamor. He told June that she was to become a magical defender and rid the world of evil. By saying the name Enchantress, June gained magical powers.  She fought magical nemeses until she encountered Dzamor again. He told her that when an astral alignment took place, she would gain enough power to cleanse the Earth. This alignment was stopped when Power Girl moved the moon forward. The frustrated Enchantress persona snapped and turned to villainy, battling various heroes and eventually being imprisoned. Her jail sentence was dropped when she joined the Suicide Squad.",,0
1081,"Nightshade (DC)","Eve Eden",1081_20070204173115_char.jpg,,"None entered.",,0
1082,"Zatanna (DC)","Zatanna Zatara",1/6/1082_20051028165121_char.jpg,"Zatanna's powers of magic are almost limitless, making her one of, if not the, most powerful members of the Justice League. She can use her magic to heal herself or others, command the elemental forces of earth, wind, fire and water, transmute objects int"," even when she was shot in the throat by the Joker and unable to speak","Most of Zatanna's magic is cast by verbalizing the nature of her magic backwards (for example, for her to teleport herself, she would speak the word \"tropelet\""). This often leads to Zatanna being gagged to prevent her from vocalizing a spell. However",0
1083,"Black Alice (DC)","Lori Zechlin",1083_20070222204734_char.jpg,"* Black Alice has the ability to temporarily usurp the magical powers of any being, even ones as powerful as the Spectre, gaining all its skills and power and leaving it powerless in turn. The limit to the distance at which she can steal power of a target","* Her only limit is that in order to choose a particular target she must be able to see him/her; otherwise, she receives a random magic-user's powers whenever she activates her ability."," she takes the powers of two heroes of her choice while in school and exudes magical abilities of her own."",0
1203,"Amazo (DC)",,1/10/1203_20051112131027_char.jpg,"Powers Absorption Cells: throughout Amazo's synthetic body permit the android to replicate the special abilities of any super-beings in his immediate proximity. With every being encountered, Amazo becomes even more powerful and virtually unstoppable. Orig"," Amazo can replicate the super powers of any metahuman he encounters. And so","Credited as being the world's first official android, Amazo was created by the immortal, evil mastermind Professor Ivo. Utilizing superior \"absorption cell\"" technology",0
1216,Blackfire,Komand'r,1216_20070704171518_char.jpg,"Because of a Psion experiment, Komand'r's body is a massive solar battery capable of storing tremendous amounts of energy and then releasing it as destructive starbolts. Komand'r is also a highly trained warrior possessing a variety of combat skills.","Komand'r was born the eldest child of Tamaran's royal family. The first princess born in over a hundred years, she should have been courted and showered with honors. On the day she was born the Citadel Empire attacked and destroyed the western Tamaranean city of Kysarr and killed three thousand citizens in her name. Though she was in no way at fault for what had happened Komand'r was for all time inextricably linked with the terrible day. To make matters worse, Komand'r was crippled by a childhood illness that left her unable to absorb ultraviolet radiation to fly as most Tamaraneans did. Because of Komand'r's naturally grim disposition, a stark contrast to the royal family's generally contented outlook, the subjects of Tamaran hated her. As a result, though first in the line of succession, she was denied her birthright to be the next Princess of Tamaran to maintain respect and prestige of the royal family. Her privileges, honors, and her royal style and dignity were transferred to her younger sister, Princess Koriand'r (who would later become known as Starfire). Inwardly, Komand'r's rage grew and her resentment turned to hatred for her planet, her people, her family, and lastly her younger sister who, in Komand'r's eyes, made the fateful mistake of being born. Komand'r's rivalry continued and intensified when she and her siblings were sent, per Tamaran's warlike custom, for warrior training with the Warlords of Okaara. Komand'r's true feeling were exposed, when during a sparring exercise she attempted to kill her sister, the Princess Koriand'r. As a result, she was expelled by the Warlords. Humiliated by her own transgression Komand'r swore vengeance and joined the Citadel, quickly rising through their ranks to become a warrior fighting against the forces of her own planet and, ultimately, her own family. Betrayal Komand'r later betrayed her planet with detailed information about Tamaran's defenses to the Citadel. They conquered Tamaran with ease, and the surrender conditions included the enslavement of Koriand'r. Koriand'r was never permitted to return, since that would mean the Citadel would devastate the planet for abrogating the treaty. Komand'r was her sister's master and made the most of her younger sister's bondage with years of horrific servitude and torture. When Kory killed one of her rapists, Komand'r decided to execute her as punishment, but not before the sisters were attacked and captured by the Psions. Psions, largely a species of sadistic scientists, performed a deadly experiment on both of the sisters to see just how much energy their Tamaranian bodies could absorb before exploding from the overload. During the procedure, Komand'r's forces attacked the Psion ship to rescue her and while the Psions were distracted, Kory broke free with the starbolts, destructive blasts of solar energy, which were a result of the experimentation. Against her better judgment she decided to free Komand'r, who was still absorbing energy. However, far from grateful, Komand'r struck her sister down with the same (but more intensified), power and had her restrained for later execution. Kory escaped and stole a space ship to planet Earth, where she met a young group of heroes and helped form the new Teen Titans. Infinite Crisis and aftermath Komand'r recently appeared in the Rann-Thanagar War limited series, during which she killed Hawkwoman in her pursuit of a New Tamaran. She formed an uneasy alliance with the surviving players of the War, in order to deal with more pressing concerns (Infinite Crisis). She was not seen during the Crisis itself, and has recently appeared in Hawkgirl and JSA Classified, attempting to kill Hawkman and Hawkgirl. The Hawks defeated Komand'r, after which Hawkman used Psion technology to strip the villain of her starbolt powers.",,0
1272,"Tempest (DC)(03 - Garth)",Garth,1272_20070311190535_char.jpg,,"None entered.",,0
1435,"Nabu (DC)",Nabu,1435_20100101080730_char.jpg,"Magical powers originating from the Lords or Order.","A mystical Lord of Order originally from the planet Cilia.",,0
1449,"Speedy (DC)(Post Crisis)(02 - Mia Dearden)","Mia Dearden",1/6/1449_20051017044611_char.jpg,,"Mia Dearden was introduced by writer Kevin Smith in Green Arrow volume 2 #2 in 2001. Mia was a teenaged girl who ran from her home after being abused by her father. Unable to survive on her own, she fell in love with a man named Richard, who offered her shelter and food in exchange for exploiting her in child prostitution. Mia is rescued from one of her clients, a depraved local politician, by Oliver Queen, who had just recently returned from the dead. Mia continued to work with Oliver, who was busy trying to reconstruct his own life, and began to train at archery under his tutelage. Mia continually petitioned Green Arrow to allow her to serve as his sidekick, but Oliver continually demurred, not wanting to put another youngster at risk. Mia continued to appear in Green Arrow as a supporting character until 2004, when writer Judd Winick revealed that Mia was HIV positive, a legacy of her unsavory past. With this knowledge, Mia redoubled her efforts to convince Green Arrow to let her become the new Speedy, and Green Arrow finally relented. In Green Arrow volume 2 #45 (2004), Mia takes up the Speedy mantle, and in the following issue (2005), she joins the Teen Titans. This entry uses material derived, either in whole or in part, from wikipedia.org","HIV positive.",0
1453,"Ocean Master","Orm Curry Marius",1453_20081115063400_char.jpg,,"Aquaman's half brother. Always trying to outdo his powered brother, constantly in trouble. Lost his memory and became Ocean Master. Determined to become master and king of all the oceans. From http://aqua.gjovaag.com",,0
1525,"Flamebird (04 - Bette Kane)","Mary Elizabeth 'Bette' Kane.",1525_20051229031914_char.jpg,,"Tennis ace Bette Kane became the Titans West member Flamebird because she wanted an excuse to spend time with the gorgeous Robin. At the time, even her most generous of colleagues would not have described her as a particularly effective crimefighter, but an encounter with Nightwing (Robin's new, adult persona) had encouraged her to strive for better things. She has updated her image and modernised her techniques. She currently shares a flat in Hollywood with Matt Logan (and for a short time Beast Boy), and is part of the fledgling Titans L.A.",,0
1550,"Calculator (DC)","Noah Kuttler",1550_20070212194230_char.jpg,"Vast intelligence.","Little is known about Noah Kuttler a.k.a. the Calculator. There are indications of him being active as a supervillain as early as 1975, fighting Starman Mikaal Tomas, but his main career has lasted for about ten years. Often dismissed because of his goofy looks, a keyboard strapped to his chest and an LCD visor on his forehead, it is often forgotten that his technology (of unknown origin) was extraordinary. By punching numbers on his keypad, he was capable of generating almost any energy construct, much like a Green Lantern Ring. The computer in his costume could calculate anything, anticipate any attack, and conclude how to strike at opponents. However, the Calculator had to encounter his opponent at least once before having sufficient info to use. Calculator first made a name attacking members of the JLA – Atom, Black Canary, Green Arrow, Elongated Man, and Hawkman. The villain allowed himself to be captured once by all of them, then being able to defeat them. He would have won had he not been outsmarted by Batman.",,0
1584,"Mr. Freeze","Victor Fries",1/8/1584_20051110184353_char.jpg,,"None entered.",,0
1592,"Skeets (DC)",,1592_20070301202118_char.jpg,,"None entered.",,0
1593,"Sasha Bordeaux (DC)",,1593_20070214202752_char.jpg,,"None entered.",,0
1595,Ganthet,Ganthet,1595_20070826004436_char.jpg,,"None entered.",,0
1612,"Vixen (DC)","Mari Jiwe Macabe",1612_20070721211003_char.jpg,,"None entered.",,0
1627,Zauriel,Zauriel,1/10/1627_20051112034521_char.jpg,"Angel scream, flight, super-strength","None entered.",,0
1632,Breach,"Tim Zanetti",1632_20090830072320_char.jpg,,"A former United States Army Officer, Major Tim Zanetti is forced to live inside a containment suit, following an accident involving military cross-dimensional research. The Major has actually been in a coma for the past 20 years following the accident, and as such has no knowledge of the current state of the world.",,0
1657,"Freedom Beast","Dominic Mndawe",1/10/1657_20051112034602_char.jpg,"Mental control, can merge two animals together.","None entered.",,0
1671,"Doctor Occult (DC)(02 - Post-Crisis)","Richard Occult",1671_20140208181414_char.jpg,"Undefined magical powers.","A member of the 'trenchcoat brigade', Doctor Occult was raised by the Seven, a group of mystics who also brought up his later partner/girlfriend, Rose Psychic.",,0
1688,Asmodel,,1/10/1688_20051112131804_char.jpg,"Angel scream, superstrength","None entered.",,0
1693,"Argent (DC)","Toni Monetti",1693_20070311190645_char.jpg,"Argent can generate solid energy constructs out of silver plasma, in simple forms such as protective shields, daggers, and battering rams. While she initially could not fly, she could create slides and flying platforms to carry herself and others through ","Toni Monetti was the daughter of a former U.S. Senator from New Jersey. Around the time she turned sixteen, Toni's skin gained a silver sheen to it. At a pool party for her sixteenth birthday, Toni was mysteriously teleported away. Toni, along with a few other teens, learned that they were half-alien, and their mothers were impregnated by an alien race called the H'San Natall years ago. The teens were part of a sleeper agent program created by the H'San Natall to defeat the super-powered beings already on Earth. The group of teens stayed together, and with the funding of Loren Jupiter, became the newest incarnation of the Teen Titans. Toni’s ability to control bursts of silver plasma energy earned her the codename, Argent.",,0
1747,"Batgirl (DC)(03 - Cassandra Cain)","Cassandra Cain.",1747_20051221173036_char.jpg,"One of the best martial artists in the world and reads body language as a first language. Armed with regular Bat gadgets, rarely uses them.","Trained to be the perfect assassin by her father David Cain who taught her to read body language instead of English. She performed her first assassination at age eight, and seeing what she had done, ran away from home. During No Man's land, she became Batgirl, and later learned English when a psychic rearranged her mind. She had to be retaught her unique ability to read body language by assassin Lady Shiva in exchange for a battle to the death one year later. Having sworn never to take another life, Cass lost on purpose and had to be revived by Shiva. In the fight afterward, Cass became the first person to ever defeat Shiva, knocking her unconcious. Cassandra had a close friendship with former Batgirl Barbara Gordon, as well as one with Stephanie Brown, the Spoiler. She treated Batman sometimes as a mentor, sometimes as a surrogate father. Later discovering Shiva was her mother, she was forced to defeat her once more by killing her, then hanging her over the Lazarus Pit to be reborn. After that, she disappeared for a while. Since then, she has been out under mind control by Deathstroke the Terminator and forced to do evil, and was only recently freed from it by Robin (Tim Drake). Her future is unclear.","Can't read or do basic math.",0
1808,L-Ron,"L-Ron H*bb*rd",1808_20110814074227_char.jpg,,"L-Ron is the robotic lackey who was a defacto member of Justice League International under Maxwell Lord. Originally owned by Lord Magna Khan, L-Ron was traded to Lord in a JLI storyline. Much later, L-Ron briefly inhabited the body of Despero, where he attempted to keep the alien docile. However, he lost control over the body from time to time, allowing Despero's violent personality to surface.",,0
1813,"Kang (Marvel)","Nathaniel Richards (Kang)",1813_20060329073117_char.jpg,"Kang ages at a slightly slower rate than modern humanity. Kang typically carries various weapons, such as an anti-matter defense screen generator, a \"vibration-ray\"" projector"," neutrino-ray warheaded missile launcher (hand-gun size)"," an electromagnetic field-amplifier",0
1942,"Blackguard (DC)","Richard Hertz",1942_20081002022152_char.jpg,"The powers given him by \"The 1000\"" enable Blackguard to create a mace and shield out of pure energy."","None entered.","His hand-to-hand combat abilities. even with these weapons (mace and shield), are below average.",0
2029,"Katherine 'Kat' Farrell (Marvel)",,2029_20110330061846_char.jpg,none,"Frustrated with superheroes getting all the praise in the press, Kat was interested in spotlighting heroes without powers like firefighters and police officers. Instead she was forced to cover \"capes\""",,0
2041,"Lucas 'Snapper' Carr",,1/14/2041_20051120002528_char.jpg,,"Snapper Carr was the mascot of the Justice League of America in its earliest incarnation.  He served for many cases until he was controlled by the Joker and resigned rather than face the shame.  He faded away for quite some time, resurfacing occasionally until the alien invasion happened.  He was one of a group kidnapped by aliens and tested for the meta-gene.  Turns out he had one.  He spend the next several years tooling around outer space.  Most recently, he has become pals with Hourman and seems to have eschewed his more serious and heroic side and settled back to being a bum again.",,0
