CreatorID,CreatorName,CreatorPicture,CreatorBiography,CreatorDOB,ComicID,CreatorBirthplace
103,"Keith Ian Giffen",103_20060813110827_creator.jpg,"Giffen was born in Queens, New York City. He is best-known for his long runs illustrating and later writing the futuristic superhero team book Legion of Super-Heroes in the 1980s and 1990s, and for co-creating the humorous, international version of the Justice League in the late 1980s (which he later revisited in \Formerly Known as The Justice League\, calling them The Super Buddies). He also created the alien mercenary Lobo (with Roger Slifer), and the irreverent \want-to-be\ hero, Ambush Bug. Giffen's first published work was \The Sword and The Star\, a black and white series with writer Bill Mantlo. He has worked on titles (owned by several different companies) including Woodgod, All Star Comics, Doctor Fate, Drax the Destroyer, Heckler, Nick Fury's Howling Commandos, Reign of the Zodiac, Suicide Squad, Trencher (to be re-released in a collected edition by Boom! Studios.), T.H.U.N.D.E.R. Agents, and Vext. He was also responsible for the English adaptation of the Battle Royale and Ikki Tousen manga, as well as creating \I Luv Halloween\ for Tokyopop. He also worked for Dark Horse from 1994-95 on their Comics Greatest World/Dark Horse Heroes line, as the writer of two short lived series, Division 13 and co-author, with Lovern Kindzierski, of Agents of Law. He took a break from the comic industry for several years, working on storyboards for television and film, including shows such as The Real Ghostbusters and Ed, Edd 'n' Eddy. He and his Justice League cohorts (J.M. DeMatteis and Kevin Maguire) have recently unleashed their particular brand of storytelling on a title that he drew in the 1970s, Marvel Comics' The Defenders. The same trio produced more superhero humor in the 3-issue mini-series Hero Squared for Boom! Studios, and the 2-issue mini-series Planetary Brigade. Keith Giffen was the breakdown artist on the DC Comic book 52, a weekly series following in the wake of the Infinite Crisis crossover (written by Geoff Johns, Greg Rucka, Mark Waid and Grant Morrison). He continued in that role with the follow-up weekly series Countdown (DC Comics). He is also the lead writer for Marvel comics's Annihilation event, having written the one-shot prologue, the lead-in stories in Thanos and Drax, the Silver Surfer as well as the main six issues mini-series. Giffen remains a prolific creator of independent comics. Between 2005 and 2007 he's co-created and often authored or co-authored such books as 10, Tag and Hero Squared for Boom! Studios for Zapt! and I Luv Halloween for TOKYOPOP, Common Foe and Tabula Rasa for Desperado Publishing/Image Comics and Grunts for Arcana. Many of these were co-authored with his frequent collaborator Shannon Denton. Giffen's art has taken on many styles over the years. His early work tended towards a heavy influence from Jack Kirby. After an early stint at Marvel, he began doing layouts for artist Wally Wood during the late 1970s revival of the Justice Society of America. When he returned to comics after a hiatus, his style was more precise and reminiscent of George Perez and Jim Starlin and helped make Legion of Super-Heroes DC's second most popular comic after George Perez's New Teen Titans. It was his work on the Legion that rocketed him to comic book artist fame and gave him a creative control with the national companies that few artists achieved. He peppered his artwork with in-jokes such as upside down Superman logos, hidden Marvel characters, and eyeball creatures, and created an alternate futuristic alphabet in which he scrawled humorous messages on signs in the background of his panels. As his style loosened up, he found himself drawn to the work of José Muñoz. Soon thereafter he developed a scratchier, more impressionistic style, using a highly stlylized method of drawing directly with ink on titles such as Trencher and Lobo. After his lengthy sabbatical from comics work, Giffen returned with a style that some said was influenced by his Justice League artist Kevin Maguire that was mid-way between the tight, controlled pencils of his early Legion days and the freer but less anatomically correct style he had later adopted. For many years, Giffen would co-write comics, but only as a plotter. He relied on others such as Robert Loren Fleming to supply dialogue, even when he was basically the author of the work. He co-wrote the Freak Force series with Erik Larsen, and also co-wrote two Superpatriot mini-series. Beginning with Trencher, Giffen started writing comics fully by himself, although he still collaborates when the project calls for it. Giffen is known for having an unorthodox writing style, often using characters in ways not seen before. His dialogue is usually characterized by a biting wit that is seen as much less zany than dialogue provided by longtime collaborators DeMatteis and Robert Loren Fleming. That approach has brought him both criticism and admiration, as perhaps best illustrated by the mixed (although commercially rather successful) response to his work in DC Comics' Justice League International. His work on the 2001 version of Suicide Squad was not nearly as successful, however, and his loose, largely satirical style is arguably a detriment to both the English version of the Battle Royale manga and to the third version of the Defenders, published in 2005-2006. Giffen is known for his humorous takes on existing characters, often focusing on their personality clashes. He also has a tendency to poke fun at trends in comic books or character archetypes. His Ambush Bug miniseries is especially noted for its in-jokes such as Villian the Villain, Cheeks the Toy Wonder, and the use of DC editor Julius Schwartz as a character. He is also known for sudden plot twists and abrupt often tragic turns of fate. During his late 1980s-early 1990s run on the Legion of Super-Heroes light comical issues were often followed by darker ones where popular characters were maimed or killed. n February of 1986 Mark Burbey published \The Trouble With Keith Giffen\ in The Comics Journal #105, an examination of recent dramatic changes in Keith Giffen's drawing style. Giffen, Burbey pointed out, had changed from a slick, clean Jim Starlin style to an avant garde, heavily inked one. However, critics and fans largely agreed that this new style suited the strange and funny projects in which was involved. In the article, Burbey displayed several panels side by side to illustrate his allegation that Giffen was copying, or \swiping\ the work of Jose Muñoz. In response, Giffen parodied himself by alluding to the controversy by drawing Ambush Bug with the appearance of Snoopy in Son of Ambush Bug #5. Robert Loren Fleming wrote the panels for it. Loyal Giffen fans defended him by arguing that Giffen had actually ghosted the Munoz work, with some of the most extreme maintaining that in fact Munoz was simply a Giffen pseudonym, prompting two different men, each claiming to be Munoz, to launch competing defamation lawsuits against both Giffen and his fans (James Branch, \Who Knows Munoz?\, The Comic Book Companion, March 1987). However, Giffen himself acknowledges Munoz' influence, referring to the incident by saying: \I had a bad incident with studying somebody's work very closely at one point and I resolved never, ever to do it again. I can get so immersed in somebody's work that I start turning into a Xerox machine and it's not good.... There was no time I was sitting there tracing or copying, no. Duplicating, pulling out of memory and putting down on paper after intense study, absolutely\ (Keith Giffen Interview, Interviewed by Jon B. Cooke, Jack Kirby Collector #29). At this point in his career, Giffen was considered one of the most popular comic book artists in the industry, along with artists such as John Byrne, George Perez, and Frank Miller. The ensuing controversy hurt Giffen's reputation with those who knew about it. Although comic book artists such as Byrne and Rich Buckler have engaged in swiping with the knowledge of the comic book publishers, their swiping usually involved copying panels from artwork previously published, and owned, by their publisher. Giffen allegedly swiped from work for which the publisher did not have the copyright. However, DC Comics loyally protected him. They removed him as prime artist on his run of DC titles, such as Ambush Bug, and gave him full-time writing duties on Justice League until the controversy was largely forgotten and a new generation of comic book fans came to discover his work. He returned to drawing full time two years later while continuing to plot the Justice League and its numerous spin-offs. This period also marked Ambush Bug's end as a growing and popular major character at DC. According to Giffen, it had to do with editorial discomfort with the series' humorous approach to the DC Universe: \DC was just too uncomfortable with the (admittedly nicely selling) bully pulpit they'd provided the loose cannons on the creative team\.","30 November 1952",0,
104,"Trevor Hairsine",,"None entered.",,0,
105,"Dave Stewart",105_20080221112212_creator.jpg,"None entered.",,0,
106,"MacKenzie Cadenhead",,"None entered.",,0,
107,"John Cassaday",107_20060412041810_creator.jpg,"None entered.",1971,0,"Fort Worth, Texas"
111,"Bill Finger",,"Finger was a writer who best remembered (though never officially credited) as the co-creator of Batman with artist Bob Kane. Finger and Bob Kane began to collaborate in 1938. In early 1939, the success of Superman in Action Comics prompted editors at the comic book division of National Publications (later DC Comics, now a subsidiary of Time Warner) to request more superheroes for their titles. Kane subsquently created a character called \Birdman\. Finger offered such suggestions as renaming the character \Batman\, giving the character a cowl instead of a simple domino mask, giving him a cape instead of wings, giving him gloves, and removing bright red sections of the original costume. Finger wrote the first Batman story, while Kane provided art. Because Kane had already submitted the proposal for a Batman character to his editors at DC Comics, Kane was the only person given official credit at the time for the creation of Batman. Batman was a breakout hit, and soon after, National suggested that character receive a youthful sidekick who the readers could use as an audience surrogate. Kane initially suggested an impish character like Puck, while Finger suggested a more down-to-earth character, Robin. Finger went on to write many of the early Batman stories, including making major contributions to the character of The Joker, as well as other major Batman villains. He is also credited with the invention of the Batmobile, the Batcave, anything Bat-named, the Bruce Wayne identity, and with providing a name for Gotham City. Among the things that made his stories particularly distinctive was a use of giant-sized props -- enlarged pennies, sewing machines, or typewriters. Kane, the more business-savvy of the Kane-Finger creative team, negotiated a contract with National, signing away any ownership that he might have in the character in exchange for, among other compensations, a mandatory byline on all Batman comics stating \Batman created by Bob Kane\, even on stories with which he had no direct involvement. Bill Finger's contract, by comparison, left him with a monetary pittance and no credit even on the stories that he wrote without Kane. Finger, like Joe Shuster, Jerry Siegel, and many other creators during and after the Golden Age of Comic Books, would resent National for \cheating\ him of the money and dignity that he felt that he was owed for his creation. By the time Finger died in 1974, he had never been officially credited once for his work. He died poor and without any official heirs to continue his fight for credit. Since then, in the comic book industry, being \Fingered\ has become slang for being denied credit for one's contributions to a story or character. Posthumously, Finger has been named to the Will Eisner Award Hall of Fame and Jack Kirby Hall of Fame. He is also the namesake of the Bill Finger Award. This entry derived in whole or in part from wikipedia.org","8 February 1914",0,
112,"Bob Kane",112_20151001005218_creator.jpg,"Bob Kane was born Robert Kahn but legally changed his name to the familiar \Kane\ at age 18. An eager young artist, Kane came to the burgeoning comics world in 1936 with his own book that led to various assignments in the following years. Following the success of Superman in Action Comics, editors at National Publications (now DC Comics) requested more superheroes comics. In response, Kane created a character called \Birdman\. His collaborator Bill Finger offered such suggestions as renaming the character \Batman\, giving the character a cowl instead of a simple domino mask, giving him a cape instead of wings, giving him gloves, and removing bright red sections of the original costume. Finger wrote the first Batman story, while Kane provided art. Because Kane had already submitted the proposal for a Batman character to his editors at DC Comics, Kane was the only person given official credit at the time for the creation of Batman. The character was a breakout hit, but National sought to improve sales even further. Editors suggested that the character receive a youthful sidekick who the readers could use as an audience surrogate. Kane initially suggested an impish character like Puck, while Finger suggested a more down-to-earth character, Robin. Kane, the more business-savvy of the Kane-Finger creative team, negotiated a contract with National, signing away any ownership that he might have in the character in exchange for, among other compensations, a mandatory byline on all Batman comics stating \Batman created by Bob Kane\, regardless of whether he was involved in the specific issue. Bill Finger's contract, by comparison, left him with a monetary pittance and no credit even on the stories that he wrote without Kane. Kane's major contributions to Batman were in the 1940s, with several \ghost pencilers\ assisting him (like Jerry Robinson, who co-created the \Joker\ while working under Kane's name). As his comic work tapered off later in his career, Kane parlayed his official status as sole creator of Batman into a low level of celebrity. He enjoyed a post-comic book career as a painter, showing his work in art galleries. Even some of these paintings were produced by other, uncredited artists, now ghost-painting under Kane's name. Kane died in 1998 and was interred in Forest Lawn - Hollywood Hills Cemetery in Los Angeles. This entry derived in whole or in part from wikipedia.org","24 October 1915",0,
113,"Joe Shuster",1/6/113_20051025060910_creator.jpg,"Joseph Shuster was born in Toronto, Ontario, the son of Jewish immigrants. His father Julius was an immigrant from Rotterdam, and his mother, Ida, who had come from Kiev, were barely able to make ends meet. As a youngster, Joe Shuster worked as a newspaper boy for the Toronto Star and, as a hobby, he liked to sketch. The sights and sounds of a big city newspaper, the hustle bustle of its offices, and the fantasy world of the newspaper's color comics had a powerful impact on him. He was a cousin of one of Canada's most popular comedians, Frank Shuster. At the age of ten, Joe Shuster's family moved to Cleveland, Ohio, where, by the age of 18, he and his friend Jerome Siegel began publishing a short-lived \Science Fiction\ magazine. Shuster made the drawings and Siegel did the writing, creating a super character that a few years later evolved into a comic strip. Employed by DC-National, the pair produced a variety of comic stories, including the lead feature in the company's issue of the first Action Comics in 1938. The feature character in that issue, Superman, was an enormous success that led to what is referred to as the \Golden Age of Comic Books.\ When Superman first appeared, its hero, Clark Kent, worked for the Daily Star newspaper, named by Shuster after his old employer in Toronto. When the comic strip received international distribution, the company permanently changed the name to the Daily Planet. Joe Shuster very quickly became famous as the co-creator of one of the most well-known and commercially successful fictional characters of the 20th century. At the time, in the midst of the Great Depression, he made a very good living from producing Superman stories. However, the copyright to his and Siegel's work belonged to their employer, and when the company refused to compensate them to the degree they believed appropriate, the pair sued. In 1948, the New York State Supreme Court limited their settlement to $60,000 each, at the time a large amount for someone, but very small compared to the multi-millions in profits their employer was generating annually. After the bitter legal wrangling, Joe Shuster left the comics business and his and Siegel's byline was dropped by DC comics. In 1975, Siegel launched a publicity campaign, in which Shuster participated, protesting DC Comics' treatment of him and Shuster. In the face of a great deal of negative publicity over their handling of the affair, DC's parent company Warner Communications reinstated the byline dropped more than 30 years earlier and granted the pair a lifetime pension of $35,000 a year. Joe Shuster died in Los Angeles, California. This entry derived in whole or in part from wikipedia.org","10 July 1914",0,"Toronto, Ontario, CANADA"
116,"Walter Simonson",1/5/116_20050926050347_creator.jpg,"After studying geology at school, he transferred to the Rhode Island School of Design, graduating in 1972. His thesis project there was The Star Slammers, which was published as a black and white promotional comic book for the 1974 World Science Fiction Convention in Washington D.C. (DisCon II). Some years later, he produced another version of the story in graphic novel form for Epic Comics, the Marvel Comics imprint that was a response to creator-owned lines of the early eighties. Simonson continued the adventures of the Star Slammers in a limited series in the mid-1990s as one of the founders of Malibu Comics' short-lived Bravura label. His first professional comic book work was producing war stories for DC Comics and other publishers. He also did a number of illustrations for the Harry N. Abrams, Inc. edition of The Hobbit, including the title page drawing for Chapter 3, \A Short Rest\. The book was largely illustrated using stills from the Rankin-Bass television special adaptation, which featured character designs by his friend Lester Abrams. Gray Morrow also did illustrations for that edition, as did Charles Vess. Simonson's breakthrough illustration job was \Manhunter,\ a backup feature in DC's Detective Comics written by Archie Goodwin. He is best known for his work on Marvel Comics titles in the 1980s and 1990s such as The Mighty Thor and X-Factor (the latter being a collaboration with his wife). Thor in particular is often cited as a classic, as Simonson took nearly complete control of the series and produced epic, operatic stories that rivaled Jack Kirby's best work and displayed an in-depth knowledge of Norse mythology. He also famously transformed Thor into a frog for three issues and introduced the popular supporting character, Beta Ray Bill, a monstrous alien warrior who unexpectedly proved worthy to wield Thor's hammer, Mjolnir. From 2000 to 2002, he wrote and illustrated Orion for DC. He returned to DC in 2006 to write Hawkgirl, with Howard Chaykin pencilling. He has received recognition in the comics industry for his work. Simonson's awards include Shazam Awards for Outstanding New Talent in 1973, for Best Individual Short Story (Dramatic) in 1973 for \The Himalayan Incident\ in Detective Comics #437 (with Archie Goodwin), and the same award in 1974 for \Cathedral Perilous\ in Detective Comics #441 (again with Archie Goodwin). Simonson and Goodwin also won the Shazam Award for Best Individual Story (Dramatic) in 1974 for \Gotterdammerung\ in Detective Comics 443. All three winning stories were a part of the Manhunter saga.","September 2nd, 1946",0,
120,"Andrew Helfer",120_20060412035223_creator.jpg,"None entered.",,0,
121,"José Luis García-López",121_20071004213213_creator.jpg,"Jose Luis Garcia Lopez was born in Spain in 1948 but moved to live in Argentina. In the Sixties he worked to Charlton Comics and in 1974 he moved to New York where he met DC editor Joe Orlando beginning to draw in Superman, Batman, Hawkman, Tarzan and Jonah Hex in the inside adventures and in many covers. His inspiration came from the American classics as Alex Raymond's Flash Gordon, Harold Foster's Tarzan and Prince Valiant, Milton Cannif's Terry and the Pirates and Seteve Canyon and he was also inspired by the art of Jose Luis Salinas and Alberto Breccia. Jose Luis Garcia Lopez is one of the best Superman artists and although he's drawn only a comparatively few issues of Superman, his personal style is powerful enough to mention him as one of the best Superman artists who has ever been. He drew inside adventures as well as many covers in all Superman collections between 1975 to 1982. He began inking Curt Swan's pencils in the adventure titled \The Great Super-Hero Contest\ in ACTION COMICS NO.451 in 1975 but his debut with the pencils was in 1976.","March 26, 1948",0,Spain
128,"Garth Ennis",128_20090718213004_creator.jpg,"A Northern Irish comics writer, best known for the DC/Vertigo series Preacher, co-created with artist Steve Dillon. His work is characterised by extreme violence, black humour and profanity, but also by an interest in male friendship and an amused disdain for organised religion. Frequent artistic collaborators include Dillon, Glenn Fabry and John McCrea.","January 16, 1970",0,"Holywood, Northern Ireland"
134,"Ethan Van Sciver",,"None entered.",,0,
144,"Willie Schubert",144_20090305193744_creator.jpg,"None entered.",,0,
145,"Carla Feeny",,"None entered.",,0,
146,"Dan Raspler",,"None entered.",,0,
147,"John Costanza",,"None entered.","August 14th, 1943",0,"Dover, New Jersey, USA"
148,"Tom Ziuko",,"None entered.",,0,
149,"Richard Bruning",,"None entered.",,0,
150,"Janice Race",,"None entered.",,0,
157,"Paul Jenkins",157_20080521094724_creator.jpg,"Paul Jenkins earned an English degree in in his native United Kingdom. After moving to the US, he joined Mirage Studios in 1988, where he worked as editor/production manager. He edited Kevin Eastman and Peter Laird's books, including Teenage Mutant Ninja Turtles, and even negotiated their licensing deals. Leaving Mirage, Jenkins followed Eastman to Tundra, another Eastman publishing venture. He once again took up editing duties, and also headed licensing and promotions. Tired of editing, Jenkins pitched to several companies as a writer. It was during this process that he landed a gig for DC Comics' Vertigo imprint. In 1994, he took over as writer of Hellblazer, and began what would go on to be a four year long stint. His work on this title gained him attention in the American comic industry. His Marvel Comics career began as a writer on the psychological horror title, Werewolf By Night, but he may be best known for the Eisner Award winning Inhumans limited series, for the Marvel Knights imprint, with artist Jae Lee. After that, Paul joined the regular Marvel Universe and took on The Incredible Hulk and Peter Parker:  Spider-Man to great acclaim.  He followed up his initial Marvel Knights success with The Sentry.  This book was a bold move -- using the media and Marvel legend Stan Lee himself -- to create a \forgotten hero\ who was supposedly the \first\ Marvel super hero. Jenkins' Top Cow work includes a stellar run on the Witchblade series and the relaunched Darkness series with artist Dale Keown.","December 6, 1965",0,"London England"
160,"Paul Reinman",160_20140615185830_creator.jpg,"None entered.","2 September 1910",0,Germany
161,"Sam Rosen",,"None entered.",,0,
170,"Josef 'Joe' Rubinstein",170_20060929112406_creator.jpg,"None entered.",,0,
174,"Gene Ha",174_20051222173418_creator.jpg,"I was born in Chicago, but raised in South Bend, Indiana. The home of Notre Dame University. My parents were well-educated Korean immigrants who hoped their three sons would get prestigious degrees and move on to prestigious jobs. Didn't happen... I was the most introverted of the three Ha brothers. Being both a geek and a first generation Korean-American made me seek out escapist fantasy, especially comic books. While my brothers were both more artistically talented than me, neither of them had the patience to sit for hours on end working on one drawing. Or maybe they just had better things to do. I was the only brother not to play high school football. I think there are a lot of parallels between my generation of Asian-American comic book artists and the generation of Jewish artists and writers who created superheroes in the 1930's. Mystery men with super powers, secret identities, and absurdly Anglo names seemed to have attracted both generations. We were all the children of immigrants struggling to fit into America, and the fantasies of 1930's Jewish geeks still held appeal to 1980's Korean geeks. All of the typical comics names from the 80's were influences on me: Byrne, Miller, Sienkiewicz, Simonson, Moore, etc. But the most important was Matt Wagner. Mage is still a magical series to me, and the stubborn Kevin Matchstick and Sean the ghost are personal archetypes to this day. My dream is to make a series that will be as powerful to you (and myself) as that book was to me. Art appealed to me, not in and of itself, but as a way of creating comic books. South Bend public schools offered few classes in realistic drawing, so I took few elective classes in art. I mostly drew in other classes and after school. I was quite good at taking notes, then caricaturing the teachers before they moved on to a new idea. My high school's newspaper, the Clay Colonial, was where I really began to understand the graphic arts. I won the Most Valuable Staffer award, an unusual honor for the staff artist. I don't know where my high school and college degrees are, but I know where that plaque is. The most important thing one must do before learning is figure out what you don't know. When it came time to go to college, I had no proper portfolio and couldn't get into any self respecting school. Which is how I ended up at the Center for Creative Studies (now the \College for Creative Studies\). In my first two years, I learned how little I knew. The last two years I tried to learn it. Art school can be incredibly useful, but the degree itself is meaningless. My art was still a mess when I graduated. I've met kids stuck on farms their whole lives who can draw better than I did then, and I've met art school grads whom I wouldn't want working on the Clay Colonial. In Minneapolis I shared a studio with two artists who held day jobs and hadn't been to art school. They were incredibly dedicated and were better artists than I was when I graduated. In my last semester at CCS, I sent out drawing samples to Marvel, and a week later to DC as an afterthought. Marvel sent an unintentionally vicious letter criticizing my perspective, anatomy, and technique, everything except my storytelling. In retrospect, they were mostly right about everything but the storytelling. Still, they were needlessly harsh. DC was interested. They sent me a sample script, liked the results, and I've had regular gigs ever since.","August 19, 1969",0,"Chicago, IL"
175,"Lee Loughridge",,"None entered.",,0,
176,"Will Dennis",,"None entered.",,0,
177,"Clem Robins",177_20060214085425_creator.jpg,"Robins has been a letterer since 1977, doing his first work for Gold Key, and then DC, and then Marvel. Robins has worked for practically everybody in the years since. Current stuff includes Vigilante for Wildstorm, 100 Bullets, Losers, Y: The Last Man, Gotham Central and Loveless for DC, and BPRD and Hellboy for Dark Horse. Robins's book, \The Art of Figure Drawing,\ was published in 2002 by North Light Books. His drawings and paintings are in collections all over the country, and in the permanent collection of the Cincinnati Art Museum. He has done TV courtroom drawings since 1982, for television stations in Boise, Idaho, Cincinnati, and for CNN. Robins also teaches figure drawing and human anatomy at the Art Academy of Cincinnati. Robins studied at the Art Students League of New York. He lives in Cincinnati, Ohio, with his wife Lisa.",1955,0,"New York City, NY"
178,"Shawn C. Martinbrough",,"None entered.",,0,
179,"Nick Dragotta",,"None entered.",,0,
180,"Alejandro Garza - 'Alé Garza'",,"Ale Garza is a prolific penciler and comics artist. At the age of 18, he started working for Wildstorm, and quickly moved on to working with writers like Chris Claremont and Judd Winick, lending his art to titles like Gen 13, Zero, EVE Protomecha, Batgirl and Titans/Young Justice: Graduation Day. Aside from DC, Garza has worked on Marvel Comics's Marvel Knights Spider-Man and Top Cow's Witchblade.","May 4, 1977",0,
181,"Ben Oliver",,"None entered.",,0,
183,"Judd Winick",1/24/183_20051208220813_creator.jpg,"Judd Winick is a American comic book and comic strip writer/artist famous for his 1994 stint on MTV's The Real World: San Francisco, as well for his work on such comic books as Green Lantern, Green Arrow, and Pedro and Me, his autobiographical graphic novel about his friendship with Real World castmate and AIDS educator Pedro Zamora. In 2001, Winick married his Real World co-star Pam Ling. They had been living as a couple since 1994, and had a baby in May of 2005.","February 12, 1970",0,"Long Island, NY"
184,"Doug Mahnke",184_20060908155507_creator.jpg,"None entered.",,0,
185,"Tom Nguyen",,"None entered.",,0,
186,"Alex Sinclair - 'Sinc'",186_20090303181103_creator.jpg,"Alex Sinclair is a colorist who has worked in the comics industry. He is well known for his collaborations with Jim Lee and Scott Williams. He has previously worked on Astro City, Alan Moore's Top 10, Harley Quinn and with Lee & Williams on Batman: Hush, Superman, WildCATs, Gen¹³, and Divine Right. He is currently coloring All-Star Batman and Robin which is being written by Frank Miller, and penciled by Jim Lee, along with inker, Scott Williams. He also colored Lee's Infinite Crisis covers. Recently he has worked with artist J.G. Jones on Covers for the popular limited series 52.","December 2",0,
187,"Michael Wright",,"None entered.",,0,
188,"Bob Schreck",188_20061127102022_creator.jpg,"Legendary Comics - Editor-in-Chief",,0,
189,"Jimmy Palmiotti",189_20051220144541_creator.jpg,"James \Jimmy\ Palmiotti is an Italian-American writer and artist of various comics. He has extensive writing and inking credits , and is widely regarded as one of the industry's best creators; he has often inked the work of his friend and collaborator Joe Quesada, notably on Ash (which they co-created, along with Painkiller Jane) and Daredevil (esp. the 'Guardian Devil' arc penned by Kevin Smith). His most recent inking credit was on the current series of Teen Titans. Palmiotti and Quesada were the creators behind the Marvel Knights line. Marvel handed four titles (Black Panther, Daredevil, The Punisher and The Inhumans) over to the creative control of Palmiotti and Quesada who put together creative teams that produced legendary runs like Daredevil by Kevin Smith and Joe Quesada and Christopher Preist's run on Black Panther. As a writer, Palmiotti is known for Painkiller Jane, Jonah Hex, Hawkman and The Monolith for DC Comics, as well as 21 Down, The Resistence and The Twilight Experiment for their Wildstorm imprint (often in tandem with fellow writer Justin Gray). He has also written for videogames, notably The Punisher, which he co-wrote with current Punisher scripter Garth Ennis. A Palmiotti/Ennis-scripted Ghost Rider videogame is also by them that ties in with the upcoming movie starring Nicholas Cage. Other writing gigs are, with Justin Gray, Speed Racer for Lions Gate, Deadspace for Starz and EA games and he has written and overseen episodes of Painkiller Jane for the Sci fi channel. Palmiotti is married to another comics artist, Amanda Conner.",8/14/61,0,"Brooklyn, New York"
190,"Justin Gray",190_20131029111631_creator.jpg,"None entered.",,0,
191,"Joe Bennett - 'Benedito Jose Nascimento'",,"None entered.","Feb. 3rd, 1968",0,"Belém, Pará, Brazil"
192,"Ruy Jose",,"None entered.",,0,
193,"Ken Lopez",,"Ken Lopez began lettering for Marvel Comics in the 1980s, rapidly rising to prominence for his speed and creativity. In time, he worked with the top names and the top characters at Marvel before adding other companies to his client roster. During the 1990s, Ken was in the forefront of pioneering computer lettering, a skill that landed him a spot as DC in 2004 as Art Director - Lettering. He is currently DC's Cover editor. He continues to create fonts while training others. A life long New York Mets fan, Ken lives in Manhattan.",,0,
194,"John Kalisz",,"None entered.",,0,
195,"Ryan Sook",,"None entered.",,0,"San Jose, California, United States"
196,"John Marc 'J.M.' DeMatteis",196_20060909195042_creator.jpg,"J.M. DeMatteis was a professional musician/singer and rock music journalist before entering comics in the late 70's. Credits include Spider-Man, Moonshadow, Brooklyn Dreams, Justice League, Abadazad, Hero Squared, the Life and Times of Savior 28. Created I, Vampire , Creature Commandos, Moonshadow, Hero Squared (co-creator), Abadazad, Stardust Kid, Savior 28 and more.","December 15, 1953",0,"Brooklyn, New York"
199,"Kyle Baker",199_20100226104512_creator.jpg,"None entered.","December 13, 1965",0,"Queens, New York City"
206,"Phil Balsman",,"None entered.",,0,
207,"Patrick Brosseau - 'Pat'",,"None entered.",,0,
210,"Nick J. Napolitano",,"None entered.",,0,
218,"Dale Eaglesham",218_20060905081428_creator.jpg,"Dale Eaglesham is a veteran comic book illustrator who has been working in the industry since 1986. He has worked with DC Comics, Marvel, Dark Horse, and CrossGen, among others, although he is currently under contract to work exclusively for DC Comics. He recently illustrated the acclaimed Villains United series, which was written by Gail Simone. He is also known for his work inaugurating Batman: Gotham Knights, as well as his two-year run on Green Lantern, which included the landmark “Hate Crimes” story arc featured in the New York Times and on the Phil Donahue talk show. He is currently working with writer Geoff Johns and cover artist Alex Ross on the critically-acclaimed relaunch of Justice Society of America for DC Comics. The book, which has been in the Top 15 since its launch, is set to embark on an earth-shattering Kingdom Come story arc as of issue #10. Dale has been featured on the coveted Wizard Magazine's Hot 10 Artists list since the publication's June 2007 issue.",,0,
221,"James R. Sinclair - 'Jim'",,"Jim Sinclair (born in San Jose, California) is an American comic book artist best known for his runs on The Maxx and various projects with writer/artist Sam Kieth as a Finisher/Inker. Also Jim worked on several projects with Kelley Jones as an Inker [Air Raiders, Chrome, Sun Runners Christmas Special, Terraformers, Micronauts #14 [Uncredited]. He has done work for DC Comics, Image Comics, Marvel Comics, as well as independent comic companies such as Eclipse Comics, Hot Comics, Innovation Comics, Sirius Comics, Wonder Color Comics, plus others. Jim started out as a background inker for Art Nichols, assisting him inking on such books as King Conan, Red Sonja, and Aztec Ace. One day Art Nichols accepted the job of inking Sun Runners for Eclipse Comics but found he had overbooked himself. Jim ended up getting the job as inker, with Art’s full backing, thus ending his stint as Art's assistant. This led to other Eclipse inking jobs, then work with Marvel, DC Comics and many independent comic companies. Jim shared an art studio with Batman, Sandman, Deadman artist Kelley Jones in the late 1980s which led to several projects in which they worked together. In 1993, Sam Kieth approached Jim to work with him on his new series for Image Comics, The Maxx. Sam Kieth and Jim Sinclair had worked previously on DC Comics' Secret Origins featuring the first origin telling of Batman’s nemesis, The Penguin. This led to many years of collaboration between Sam Kieth and Jim Sinclair, working on The Maxx, Friends of Maxx, Legs, Four Women, Zero Girl, and others. In 1995, The Maxx was turned into a cartoon series for MTV’s Oddities show, also animating the series Aeon Flux. Jim supplied artwork for the show and is listed as Background Artist in the credits. The Maxx series is still in print being offered in Hardcover, TPB, Digital, and in an Artist Edition form from IDW Publications. Jim Sinclair is also a graphic artist/web designer/technical writer and has been supplying those services to Sacramento companies since the late 1980s.",09-27-1959,0,"San Jose, CA"
224,"Michael Siglain",,"None entered.",,0,
258,"Paul Mounts",,"Paul Mounts is an artist who has worked as a colorist in the comics industry, on comics including Fantastic Four, Friendly Neighborhood Spider-Man and Ultimates. He currently resides in Illinois. Paul was one of Marvels most prolific trading card art colorist in the early 90's. He worked on some of the most historic Marvel sets, including Marvel Universe Series 1-4, X-Men Series 1-2, Spider-Man and multitude of others. At the same time Paul colored a large amount of Marvel's posters, Toy Biz action figure package art and promotional work.",,0,
278,"Michael 'Mike' Carlin",278_20090129171123_creator.jpg,"None entered.","October 6, 1958",0,
